userid,label
100352,0.3578012636483319
306318,0.3500930201149445
35311,0.3531050009662952
346391,0.35194050853911096
448953,0.33625485203163036
65856,0.33625485203163036
100068,0.3616248489813351
92161,0.35624651246295597
276825,0.34299907958124154
69511,0.33625485203163036
355245,0.34100812406867537
452171,0.3156492081105568
103913,0.34100812406867537
150990,0.33625485203163036
441790,0.33625485203163036
280155,0.33625485203163036
26033,0.35194050853911096
501722,0.3344316850506477
423304,0.35194050853911096
156292,0.3500930201149445
344129,0.34100812406867537
278020,0.31619186075754346
155857,0.33625485203163036
286152,0.3285024770828064
119782,0.34100812406867537
24493,0.33625485203163036
488611,0.3578012636483319
120937,0.3616248489813351
231798,0.33625485203163036
457457,0.33625485203163036
364093,0.31757584215902057
444775,0.34100812406867537
90610,0.34100812406867537
363566,0.34805194027909564
476848,0.3616248489813351
68184,0.33625485203163036
472609,0.34100812406867537
368663,0.3247965383373287
198490,0.34805194027909564
315057,0.34299907958124154
324336,0.32607064307057815
105383,0.3616248489813351
239499,0.31720836352927584
442044,0.32542789570850034
189122,0.33625485203163036
260241,0.34805194027909564
499294,0.31757584215902057
299072,0.3534426593004388
28365,0.33625485203163036
336464,0.34299907958124154
395630,0.34299907958124154
164670,0.33625485203163036
323736,0.33625485203163036
164364,0.33625485203163036
266678,0.3500930201149445
384016,0.35194050853911096
286197,0.34100812406867537
151093,0.33625485203163036
386785,0.3500930201149445
276797,0.3578012636483319
363085,0.3578012636483319
356194,0.35253725792617824
463992,0.3578012636483319
195591,0.34100812406867537
164948,0.33625485203163036
293093,0.33625485203163036
276835,0.34100812406867537
514887,0.3156492081105568
337904,0.34100812406867537
392216,0.33625485203163036
49649,0.34299907958124154
82132,0.34100812406867537
127635,0.34100812406867537
170044,0.33625485203163036
499707,0.35253725792617824
37970,0.33625485203163036
338710,0.3290566017564961
324932,0.35194050853911096
450323,0.33625485203163036
222695,0.35528279200479207
235511,0.31619186075754346
504687,0.33625485203163036
19323,0.3156492081105568
115776,0.34805194027909564
244467,0.3616248489813351
122029,0.33063787112013465
40257,0.33625485203163036
259656,0.33625485203163036
166440,0.3531050009662952
19344,0.33625485203163036
170991,0.3631506141090951
244509,0.33625485203163036
395210,0.3500930201149445
183633,0.34805194027909564
471921,0.35472491859422567
181066,0.33625485203163036
359308,0.33625485203163036
514537,0.34100812406867537
252167,0.35194050853911096
187064,0.33625485203163036
417411,0.33625485203163036
464520,0.33625485203163036
39992,0.3285024770828064
119380,0.34299907958124154
358547,0.34805194027909564
144857,0.33625485203163036
157097,0.35194050853911096
86534,0.3578012636483319
378944,0.33625485203163036
294134,0.3578012636483319
305222,0.33625485203163036
75205,0.33625485203163036
369969,0.38194866215478396
228435,0.3578012636483319
